Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Mom's Taste,78752,06/23/2022,44,"6613 AIRPORT BLVD
AUSTIN, TX 78752
(30.33096, -97.71525)",10000448,Routine Inspection
Popeye's #319 - Z & H Foods Inc.,78723,11/23/2020,97,"5630 CAMERON RD
AUSTIN, TX 78723
(30.314341, -97.703324)",11637623,Routine Inspection
"A Taste of Chocolate, LLC",78745,07/15/2022,100,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.2137, -97.79283)",10984781,Routine Inspection
Jaliscos,78746,02/16/2022,72,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",12395538,Routine Inspection
First United Methodist Church,78701,11/18/2021,100,"1300 LAVACA ST
AUSTIN, TX 78701
(30.27601, -97.74253)",12394256,Routine Inspection
Circle K Store #2704682,78744,06/03/2021,80,"6500 S US 183 HWY
AUSTIN, TX 78744
(30.16398, -97.69311)",10762040,Routine Inspection
ABIA - Mad Greens,78719,09/01/2022,92,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202592, -97.666956)",12060237,Routine Inspection
La Fruta Feliz,78723,07/07/2020,71,"3124 MANOR RD
AUSTIN, TX 78723
(30.286617, -97.704431)",10192867,Routine Inspection
Delco Center,78724,10/28/2019,98,"4601 PECAN BROOK DR
AUSTIN, TX 78724
(30.31825, -97.66118)",11723122,Routine Inspection
RBM Food Mart,78722,12/05/2019,90,"2601 MANOR RD
AUSTIN, TX 78722
(30.284891, -97.715383)",10229507,Routine Inspection
7-Eleven Convenience Store #38609H,78728,08/18/2022,92,"1600 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.44045, -97.67004)",12107176,Routine Inspection
J W Marriott Austin - Burger Bar,78701,08/18/2021,97,"110 E 2ND ST
AUSTIN, TX 78701
(30.264104, -97.743445)",11274929,Routine Inspection
Alpha Epsilon Phi,78705,02/22/2022,94,"2500 RIO GRANDE ST
AUSTIN, TX 78705
(30.289667, -97.744481)",2800368,Routine Inspection
Brookside Farm,78653,03/08/2022,98,"2213 E HOWARD LN
AUSTIN, TX 78653
(30.43506, -97.68701)",10584597,Routine Inspection
MOD Superfast Pizza,78741,12/16/2019,95,"1920 E RIVERSIDE DR
AUSTIN, TX 78741
(30.242031, -97.728362)",11430371,Routine Inspection
Hopfields,78705,06/02/2021,87,"3110 GUADALUPE ST
AUSTIN, TX 78705
(30.29845, -97.74088)",10665383,Routine Inspection
Sweetgreen,78705,08/03/2022,92,"2234 GUADALUPE ST
AUSTIN, TX 78705
(30.285743, -97.741784)",12393832,Routine Inspection
La Barbecue,78702,06/16/2022,82,"2401 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.254649, -97.717548)",12394755,Routine Inspection
Starbucks Coffee #15747,78726,02/04/2021,94,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4545, -97.82678)",10657955,Routine Inspection
GoPuff,78757,03/02/2022,95,"8868 RESEARCH BLVD
AUSTIN, TX 78757
(30.36856, -97.71995)",12393160,Routine Inspection
Firefly Sushi,78745,08/29/2022,97,"901 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.22669, -97.77385)",11997321,Routine Inspection
JW Marriott Austin-Dean's Italian Steakhouse/Lobby Bar,78701,02/23/2022,99,"110 E 2ND ST
AUSTIN, TX 78701
(30.264104, -97.743445)",11274927,Routine Inspection
Kentucky Fried Chicken,78745,06/11/2021,94,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19096, -97.771937)",11789682,Routine Inspection
Rabbit Food Grocery,78703,09/22/2022,100,"2425 EXPOSITION BLVD
AUSTIN, TX 78703
(30.29767, -97.76761)",11873643,Routine Inspection
Les Bobos,78705,04/16/2021,99,"2707 RIO GRANDE ST
AUSTIN, TX 78705
(30.29242, -97.744241)",12186338,Routine Inspection
Kikka@Whole Foods Arbor Trails,78749,02/25/2021,100,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222644, -97.839738)",10767728,Routine Inspection
Gatti's Pizza,78723,12/20/2019,71,"7525 E US 290 HWY
AUSTIN, TX 78723
(30.32381, -97.67517)",12095112,Follow-Up Inspection
Hudson Bend Middle School,78734,02/03/2020,98,"15600 LARIAT TRL
AUSTIN, TX 78734
(30.39051, -97.936413)",2801494,Routine Inspection
Julie Myrtille Bakery,78721,12/02/2020,88,"1023 SPRINGDALE RD
AUSTIN, TX 78721
(30.267919, -97.694036)",12186478,Routine Inspection
Sigma Alpha Epsilon,78705,08/23/2022,90,"2414 PEARL ST
AUSTIN, TX 78705
(30.289064, -97.746676)",2800581,Routine Inspection
Super Moreliana Grocery Store,78744,11/15/2019,98,"6112 S US 183 HWY
AUSTIN, TX 78744
(30.16767, -97.69205)",10726889,Routine Inspection
Arte Sano LLC,78744,05/31/2022,96,"6110 TRADE CENTER DR
AUSTIN, TX 78744
(30.209088, -97.716438)",11786340,Routine Inspection
Nomadic Dining ATX,78745,08/17/2021,100,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.2137, -97.79283)",12392975,Routine Inspection
11 Degrees Daiquiri,78660,11/18/2020,97,"2700 W PECAN ST
AUSTIN, TX 78660
(30.44932, -97.65701)",11958735,Routine Inspection
Juiceland Guadalupe,78705,01/21/2021,96,"1 2 2828 GUADALUPE ST
AUSTIN, TX 78705
(30.29532, -97.7428)",11163851,Routine Inspection
Dominos Pizza,78753,09/18/2020,97,"1606 E PARMER LN
AUSTIN, TX 78753
(30.388008, -97.650111)",11943164,Routine Inspection
Riverside Grocery,78701,03/03/2022,99,"30 N IH
AUSTIN, TX 78701",2803648,Routine Inspection
Walgreens #05160,78752,11/10/2021,98,"6812 N LAMAR BLVD
AUSTIN, TX 78752
(30.336661, -97.719657)",2803733,Routine Inspection
Encompass Health Rehabilitation Hospital of Austin,78704,08/07/2020,96,"330 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.225441, -97.766608)",12155982,Routine Inspection
DeSano Pizzeria Napoletana,78757,03/08/2021,93,"8000 BURNET RD
AUSTIN, TX 78757
(30.358444, -97.730231)",11615523,Routine Inspection
Maha Coffee,78704,05/28/2021,98,"2324 S LAMAR BLVD
AUSTIN, TX 78704
(30.247185, -97.776117)",12392510,Routine Inspection
"Frost, A Gelato Shoppe",78758,12/29/2020,87,"11700 ROCK ROSE AVE
AUSTIN, TX 78758
(30.402759, -97.722086)",11600539,Routine Inspection
JuiceLand  SWP,78735,03/22/2022,93,"5030 W US 290 HWY
AUSTIN, TX 78735
(30.23635, -97.82166)",12393728,Routine Inspection
BC-Marble Slab /Great American Cookies,78738,12/16/2021,95,"12717 SHOPS PKWY
BEE CAVE, TX 78738
(30.30422, -97.94148)",12185730,Routine Inspection
WL - Maryes Gourmet Pizza,78746,12/07/2020,93,"3663 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.278971, -97.80644)",11016089,Routine Inspection
Qi Austin,78703,10/25/2021,84,"835 W 6TH ST
AUSTIN, TX 78703
(30.270798, -97.751999)",12393668,Routine Inspection
7-Eleven Convenience Store #38613H,78724,05/11/2020,85,"6000 FM 969 RD
AUSTIN, TX 78724
(30.2855, -97.66398)",12106559,Routine Inspection
PF - Frost Bites Hawaiian Shaved Ice,78660,09/02/2020,97,"110 W PFLUGERVILLE PKWY
PFLUGERVILLE, TX 78660
(30.4653, -97.62653)",12392391,Routine Inspection
Taqueria Super Javi,78757,07/21/2022,86,"8630 RESEARCH BLVD
AUSTIN, TX 78757
(30.3628, -97.71787)",12396003,Routine Inspection
Rutland Market,78758,05/26/2022,93,"900 RUTLAND DR
AUSTIN, TX 78758
(30.36586, -97.69817)",10028448,Routine Inspection
McDonald's Restaurant at Metric,78758,08/23/2022,88,"12443 METRIC BLVD
AUSTIN, TX 78758
(30.412682, -97.690878)",11348400,Routine Inspection
Low Down Lounge,78702,12/04/2019,96,"1412 E 6TH ST
AUSTIN, TX 78702
(30.263442, -97.727689)",10617710,Routine Inspection
Blenders and Bowls,78702,01/28/2020,92,"1625 E 6TH ST
AUSTIN, TX 78702
(30.262879, -97.726055)",11687295,Routine Inspection
Russell's Bakery and Coffee Bar,78731,02/13/2020,91,"3339 HANCOCK DR
AUSTIN, TX 78731
(30.332911, -97.760118)",11643596,Routine Inspection
Catedral de Mariscos,78753,02/24/2021,67,"220 E ANDERSON LN
AUSTIN, TX 78753
(30.34354, -97.70374)",11818623,Routine Inspection
Great Harvest Bread Company,78746,11/16/2020,95,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.273599, -97.799242)",11860318,Routine Inspection
El Rinconcito Salvadoreno,78702,11/18/2019,94,"642 CALLES ST
AUSTIN, TX 78702
(30.259941, -97.711952)",10683355,Routine Inspection
"Tipsy Pizza, The",78745,01/03/2020,91,"730 W STASSNEY LN
AUSTIN, TX 78745
(30.20903, -97.782932)",11819914,Routine Inspection
Yummi Joy,78701,06/27/2022,100,"409 W 2ND ST
AUSTIN, TX 78701
(30.265369, -97.747961)",11756190,Routine Inspection
PF - Taco Bell # 30092,78660,06/16/2022,90,"1712 FM 685 RD
PFLUGERVILLE, TX 78660
(30.45458, -97.60284)",12392366,Routine Inspection
Tortilleria El Taquito,78753,03/18/2021,56,"8610 N LAMAR BLVD
AUSTIN, TX 78753
(30.354942, -97.703436)",10968460,Routine Inspection
"Club Demonstration Services, Inc",78759,03/17/2022,97,"10401 RESEARCH BLVD
AUSTIN, TX 78759
(30.396237, -97.745765)",11291484,Routine Inspection
Ka Prow Restaurant,78660,09/08/2021,88,"1200 W HOWARD LN
AUSTIN, TX 78660
(30.42429, -97.66966)",2802184,Follow-Up Inspection
Mum Foods LLC,78745,06/18/2020,100,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.2137, -97.79283)",11543217,Routine Inspection
Garfield Market,78617,07/15/2022,92,"5300 E SH
AUSTIN, TX 78617",10768265,Routine Inspection
PF - Popeye's #324,78660,09/17/2020,92,"1702 W PECAN ST
PFLUGERVILLE, TX 78660
(30.44726, -97.64011)",12392384,Routine Inspection
American Legion Post #83,78744,09/26/2022,75,"4401 E ST ELMO RD
AUSTIN, TX 78744
(30.20674, -97.7402)",2800090,Routine Inspection
"Backspace, The",78757,01/27/2022,85,"1745 W ANDERSON LN
AUSTIN, TX 78757
(30.35308, -97.72481)",12392934,Routine Inspection
Braker Food Mart,78753,05/13/2021,84,"11300 N IH
AUSTIN, TX 78753",10041179,Routine Inspection
Brooklyn Pie Co,78757,01/06/2022,82,"2207 JUSTIN LN
UNIT D AUSTIN, TX 78757
(30.34488, -97.73634)",12393590,Routine Inspection
"Beer Plant, The",78703,06/13/2022,96,"3110 WINDSOR RD
AUSTIN, TX 78703
(30.296464, -97.767982)",11547036,Routine Inspection
Jan Chi,78759,04/15/2020,81,"3808 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.36491, -97.74926)",12186042,Routine Inspection
Navarro High School,78758,10/25/2019,93,"1201 PAYTON GIN RD
AUSTIN, TX 78758
(30.361618, -97.708442)",2800164,Routine Inspection
Jack in the Box #906,78729,03/06/2020,92,"7404 MC NEIL DR
AUSTIN, TX 78729
(30.43535, -97.76824)",10789961,Routine Inspection
Wooldridge Elementary,78758,03/28/2022,100,"1412 NORSEMAN TER
AUSTIN, TX 78758
(30.364408, -97.710271)",2800008,Routine Inspection
Bowie H.S. Culinary Kitchen,78749,11/14/2019,94,"4103 W SLAUGHTER LN
AUSTIN, TX 78749
(30.18839, -97.856476)",2803191,Routine Inspection
BC - Mandolas Italian Market,78738,11/04/2019,83,"12815 SHOPS PKWY
BEE CAVE, TX 78738
(30.30548, -97.94231)",10338098,Routine Inspection
Starstop 34,78745,07/20/2020,90,"4545 S LAMAR BLVD
AUSTIN, TX 78745
(30.231936, -97.800864)",10851843,Routine Inspection
Rincon Catracho Restaurant,78741,05/03/2022,74,"1729 E RIVERSIDE DR
AUSTIN, TX 78741
(30.243561, -97.729635)",10926960,Follow-Up Inspection
Omni Barton Creek Resort & Spa-Banquet Kitchen,78735,05/06/2021,100,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084428,Routine Inspection
Accent Food Services,78617,02/21/2020,97,"3614 BILL PRICE RD
AUSTIN, TX 78617
(30.19717, -97.64698)",11632688,Routine Inspection
Zipfizz Corp,78759,03/17/2022,100,"10401 RESEARCH BLVD
AUSTIN, TX 78759
(30.396237, -97.745765)",11330083,Routine Inspection
Child Inc.,78745,12/09/2021,97,"8105 BRODIE LN
AUSTIN, TX 78745
(30.20218, -97.83791)",2802145,Routine Inspection
Beatniks Market,78745,12/23/2019,82,"4415 MANCHACA RD
AUSTIN, TX 78745
(30.228372, -97.789335)",11947358,Routine Inspection
Catering by Rosemary,78717,12/02/2021,100,"9900 SPECTRUM DR
AUSTIN, TX 78717
(30.480738, -97.77643)",12186268,Routine Inspection
Toulouse Domain,78758,04/05/2021,84,"3120 PALM WAY
AUSTIN, TX 78758
(30.402572, -97.721403)",11662588,Routine Inspection
MN - Golden Beijing,78653,01/12/2022,85,"100 E PARSONS ST
MANOR, TX 78653
(30.341028, -97.557461)",12185826,Routine Inspection
Concrete Cowboy,78701,03/16/2021,91,"719 W 6TH ST
AUSTIN, TX 78701
(30.270199, -97.75039)",11143344,Routine Inspection
Southside Market & BBQ,78759,04/27/2022,93,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",12186303,Routine Inspection
Burnet Jr. High,78757,08/20/2021,99,"8401 HATHAWAY DR
AUSTIN, TX 78757
(30.363947, -97.726577)",2800200,Routine Inspection
Hotel Indigo Austin Downtown,78701,02/23/2021,97,"810 RED RIVER ST
AUSTIN, TX 78701
(30.269011, -97.736256)",11856205,Routine Inspection
Peoples Pharmacy,78704,12/29/2020,95,"3801 S LAMAR BLVD
AUSTIN, TX 78704
(30.238459, -97.78954)",2800334,Routine Inspection
Golden Chick,78745,07/02/2020,91,"616 W STASSNEY LN
AUSTIN, TX 78745
(30.208351, -97.7811)",2803103,Routine Inspection
Fiesta Mart #64 - Bakery/Deli,78745,07/15/2020,85,"5510 S IH
AUSTIN, TX 78745",11349728,Routine Inspection
Wag A Bag,78660,01/27/2020,96,"1701 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.45546, -97.6606)",2803807,Routine Inspection
Don Mario Mexican Restaurant,78734,08/25/2020,95,"1700 N FM 620 RD
AUSTIN, TX 78734",11563423,Routine Inspection
Kebabalicious,78702,12/31/2019,90,"1311 E 7TH ST
AUSTIN, TX 78702
(30.264699, -97.728228)",11039598,Routine Inspection
Don Dario's Mexican Restaurant & Cantina,78744,04/21/2022,74,"8801 S IH
AUSTIN, TX 78744",10298433,Routine Inspection
Vic & Al's,78722,05/20/2021,94,"2406 MANOR RD
AUSTIN, TX 78722
(30.28466, -97.716836)",12392551,Routine Inspection
Taqueria Arandas #5,78704,09/30/2020,91,"2448 S 1ST ST
AUSTIN, TX 78704
(30.241146, -97.76028)",2800822,Routine Inspection
Beto's Restaurant,78745,09/28/2022,86,"1940 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.202831, -97.805822)",12111122,Routine Inspection
MN - McDonald's of Manor,78653,12/21/2021,95,"12609 LEXINGTON ST
MANOR, TX 78653
(30.349796, -97.55595)",11024988,Routine Inspection
Biryani Pot Indian Cuisine,78758,06/10/2021,75,"12407 N MOPAC EXPY
AUSTIN, TX 78758
(30.41825, -97.7044)",11016302,Routine Inspection
Kiddie Academy of Bee Cave,78738,06/04/2020,100,"16003 W SH
BEE CAVE, TX 78738",12185933,Routine Inspection
Circle K Store #2704684,78735,11/30/2021,88,"6412 W US 290 HWY
AUSTIN, TX 78735
(30.23468, -97.86271)",10759314,Routine Inspection
First Wok,78745,12/17/2021,75,"603 W STASSNEY LN
AUSTIN, TX 78745
(30.207774, -97.780259)",11761726,Routine Inspection
Taco Cabana #203,78758,11/30/2021,90,"8415 RESEARCH BLVD
AUSTIN, TX 78758
(30.358489, -97.71591)",2800517,Routine Inspection
Fowler's Smokin Soul Food,78723,03/25/2021,83,"5811 MANOR RD
AUSTIN, TX 78723
(30.306102, -97.680301)",12103790,Routine Inspection
Omni Barton Creek Resort & Spa-Halfway House,78735,06/15/2021,92,"8511 CARRANZO DR
AUSTIN, TX 78735
(30.27173, -97.87735)",11084444,Routine Inspection
Dolores Catholic Church,78741,09/20/2022,95,"1111 MONTOPOLIS DR
AUSTIN, TX 78741
(30.23248, -97.69789)",2803224,Routine Inspection
PF - MOD Pizza,78660,04/14/2021,89,"18817 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.468957, -97.595854)",12392701,Routine Inspection
HEB Food Store #628,78741,06/30/2022,95,"2512 E RIVERSIDE DR
AUSTIN, TX 78741
(30.234407, -97.72319)",10623498,Routine Inspection
Fibonacci Food,78752,08/18/2022,100,"1300 E ANDERSON LN
AUSTIN, TX 78752
(30.334364, -97.68945)",12396851,Routine Inspection
Asia Market /Pecan Park Kitchen,78759,10/26/2020,98,"8650 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.433561, -97.77183)",12027817,Routine Inspection
Waterhole Saloon,78617,02/27/2020,87,"5244 E SH
AUSTIN, TX 78617",10095792,Routine Inspection
Kiefer's Cafe & Catering,78758,06/10/2022,97,"2007 KRAMER LN
AUSTIN, TX 78758
(30.388545, -97.709985)",2800830,Routine Inspection
"Plucker's Linc, LLC",78752,05/15/2020,92,"6406 N IH
AUSTIN, TX 78752",11719409,Routine Inspection
Beer Geek,78652,01/12/2022,86,"2051 W FM 1626 RD
AUSTIN, TX 78652
(30.1374, -97.85032)",12392375,Routine Inspection
Austin Ridge Bible Church,78733,12/14/2020,96,"9300 FM 2244 RD
AUSTIN, TX 78733",11663244,Routine Inspection
Jollyville Elementary,78729,05/04/2021,98,"6720 CORPUS CHRISTI DR
AUSTIN, TX 78729
(30.444324, -97.749837)",2800569,Routine Inspection
Taqueria Montenegro,78753,05/04/2020,83,"11300 POLLYANNA AVE
AUSTIN, TX 78753
(30.378265, -97.67675)",10113768,Routine Inspection
Sloan & Parker,78732,01/26/2022,100,"2900 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.368684, -97.893093)",12089685,Routine Inspection
Uchiko,78756,02/05/2020,92,"4200 N LAMAR BLVD
AUSTIN, TX 78756
(30.310352, -97.739752)",10384251,Routine Inspection
Hacienda Arandinas,78748,09/13/2021,84,"9001 BRODIE LN
AUSTIN, TX 78748
(30.194048, -97.843038)",12124311,Routine Inspection
SV - Tarka Indian Kitchen,78745,02/08/2021,84,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.231557, -97.818916)",10333486,Routine Inspection
Blazier Relief School,78747,04/28/2021,100,"8801 VERTEX BLVD
AUSTIN, TX 78747
(30.15197, -97.75321)",12393238,Routine Inspection
Pupuseria Usuluteca,78753,05/11/2022,97,"9306 N LAMAR BLVD
AUSTIN, TX 78753
(30.362262, -97.697491)",12393533,Routine Inspection
HEB,78745,07/01/2021,82,"8801 S CONGRESS AVE
AUSTIN, TX 78745
(30.16986, -97.787354)",12392873,Routine Inspection
Chili's #18,78757,07/01/2020,93,"9070 RESEARCH BLVD
AUSTIN, TX 78757
(30.37328, -97.72734)",2800608,Routine Inspection
Steiner Ranch Steakhouse,78732,01/04/2022,94,"5424 STEINER RANCH BLVD
AUSTIN, TX 78732
(30.390181, -97.870643)",10211161,Routine Inspection
Snack Max,78751,12/17/2020,85,"5630 N LAMAR BLVD
AUSTIN, TX 78751
(30.325649, -97.726545)",10088343,Routine Inspection
Thundercloud Subs,78705,07/19/2021,88,"3204 GUADALUPE ST
AUSTIN, TX 78705
(30.299588, -97.740175)",2800617,Routine Inspection
Barton Hills Assisted Living,78704,10/25/2019,95,"1606 NASH AVE
AUSTIN, TX 78704
(30.25239, -97.76894)",11231020,Routine Inspection
PF - Costco Wholesale #1322/Produce,78660,05/11/2022,99,"1901 KELLY LN
PFLUGERVILLE, TX 78660
(30.470323, -97.590124)",12392353,Routine Inspection
Twice the Ice,78745,08/11/2021,100,"746 W STASSNEY LN
AUSTIN, TX 78745
(30.208987, -97.78379)",10952835,Routine Inspection
University Baptist Church,78705,10/01/2020,96,"2130 GUADALUPE ST
AUSTIN, TX 78705
(30.28472, -97.74184)",10117252,Routine Inspection
La Michoacana Meat Market,78753,08/25/2021,80,"9811 N IH
AUSTIN, TX 78753",11439895,Routine Inspection
Levy At Q2 Stadium/South Main 105,78758,06/24/2022,99,"10414 MC KALLA PL
AUSTIN, TX 78758
(30.386047, -97.718651)",12394465,Routine Inspection
Hat Creek Burger Company,78758,05/17/2021,87,"3210 ESPERANZA XING
AUSTIN, TX 78758
(30.39998, -97.72431)",11701124,Routine Inspection
Double Dave's Pizzaworks,78746,07/12/2021,100,"8947 FM 2244 RD
AUSTIN, TX 78746",11714231,Routine Inspection
Vinaigrette TX LLC,78704,10/22/2019,80,"2201 COLLEGE AVE
AUSTIN, TX 78704
(30.241402, -97.752204)",11463881,Routine Inspection
Manna Taim LLC,78613,05/06/2022,97,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47186, -97.802769)",12185820,Routine Inspection
OOB-Man Pasand Grocery,78749,12/18/2019,83,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.214326, -97.831703)",10339887,Routine Inspection
Eureka,78701,06/10/2022,88,"200 E 6TH ST
AUSTIN, TX 78701
(30.26763, -97.741285)",11211482,Routine Inspection
Flat Creek Estate,78654,03/05/2020,98,"24912 E SINGLETON BEND RD
MARBLE FALLS, TX 78654
(30.4793, -98.04539)",2803125,Routine Inspection
Machine Head Coffee,78702,02/11/2022,93,"1701 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78702
(30.27944, -97.723)",12393988,Routine Inspection
COTA - Rojos Main Grand Stand,78617,05/21/2021,95,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.13534, -97.64395)",11229124,Routine Inspection
Tres Amigos,78723,06/07/2021,82,"7535 E US 290 HWY
AUSTIN, TX 78723
(30.324, -97.67432)",11577358,Routine Inspection
Juiceland,78704,04/22/2021,92,"2210 S 1ST ST
AUSTIN, TX 78704
(30.243871, -97.758095)",11919423,Routine Inspection
Fogo De Chao Churrascaria,78701,12/10/2020,85,"309 E 3RD ST
AUSTIN, TX 78701
(30.264475, -97.741002)",10058425,Routine Inspection
District Kitchen & Cocktails,78757,07/14/2021,87,"7858 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.360729, -97.740956)",12179911,Routine Inspection
Viva Meat Market,78753,08/23/2022,92,"8610 N LAMAR BLVD
AUSTIN, TX 78753
(30.354942, -97.703436)",10769105,Routine Inspection
Miranda's Cafe,78701,12/15/2021,90,"301 CONGRESS AVE
AUSTIN, TX 78701
(30.265446, -97.743764)",12392444,Routine Inspection
Pizza Hut #7111,78759,04/19/2021,83,"12636 RESEARCH BLVD
AUSTIN, TX 78759
(30.431004, -97.763845)",2802763,Routine Inspection
El Patio,78705,09/01/2022,91,"2938 GUADALUPE ST
AUSTIN, TX 78705
(30.296684, -97.741986)",12186184,Routine Inspection
Del Valle Market,78617,07/07/2022,76,"3132 E SH
AUSTIN, TX 78617",12395656,Routine Inspection
El Arroyo,78703,02/25/2020,74,"1624 W 5TH ST
AUSTIN, TX 78703
(30.274777, -97.764736)",2800355,Routine Inspection
Plucker's Wing Bar,78704,10/11/2021,90,"3909 S LAMAR BLVD
AUSTIN, TX 78704
(30.237133, -97.791266)",10005937,Routine Inspection
Taqueria Morelos,78744,03/04/2022,64,"3100 S US 183 HWY
AUSTIN, TX 78744
(30.20488, -97.68346)",2802982,Routine Inspection
Retirement and Nursing Center-Austin,78757,08/24/2022,98,"6909 BURNET LN
AUSTIN, TX 78757
(30.34625, -97.73661)",11318323,Routine Inspection
Four Seasons Hotel Austin,78701,11/30/2021,90,"98 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.262246, -97.742231)",11346382,Routine Inspection
"Corner Market, The",78758,11/15/2019,92,"11010 DOMAIN DR
AUSTIN, TX 78758
(30.396729, -97.726474)",12033812,Routine Inspection
Neighborhood C Store,78733,10/29/2019,90,"700 N CUERNAVACA DR
AUSTIN, TX 78733
(30.331708, -97.868969)",2803761,Routine Inspection
"Parlor Room, The",78701,10/07/2020,89,"88 RAINEY ST
AUSTIN, TX 78701
(30.259878, -97.738374)",11487348,Routine Inspection
YALLA TIZERS,78758,09/12/2022,100,"8309 RESEARCH BLVD
AUSTIN, TX 78758
(30.356222, -97.715222)",12393893,Routine Inspection
Mike's Mini Mart,78724,01/14/2020,87,"7101 ED BLUESTEIN BLVD
AUSTIN, TX 78724
(30.31245, -97.66179)",2803749,Routine Inspection
Lake Travis Pizza Riverplace LLC,78730,04/21/2022,80,"10815 FM 2222 RD
AUSTIN, TX 78730
(30.39538, -97.8467)",12393829,Routine Inspection
